employee_id,source_employee_id,company_origin,first_name,last_name,full_name,email,department,department_standardized,job_title,manager_id,employment_type,country,jurisdiction,hire_date,source_system,salary_original,currency,pay_frequency,compensation_effective_date,salary_usd_annual,benefits_enrolled,benefits_enrollment_date,source_systems,dedup_method,failed_check,failed_check_description
GT-004389,4389,GlobalTech,Jose,Price,Jose Price,jose.price@globaltech.com,Finance,Finance,Data Analyst,GT-000479,Contractor,Ireland,,2024-01-17,globaltech_hris,163189,EUR,Monthly,2024-12-22,2114929.44,True,2023-04-17,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004392,4392,GlobalTech,Cynthia,Price,Cynthia Price,cynthia.price@globaltech.com,Communications,Marketing,Senior Software Engineer,,Part-Time,Singapore,,2021-06-24,globaltech_hris,99606,GBP,Bi-Weekly,2024-08-01,3288990.12,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004413,4413,GlobalTech,Catherine,Rodriguez,Catherine Rodriguez,catherine.rodriguez@globaltech.com,Supply Chain,Operations,Staff Engineer,GT-011575,Contractor,Singapore,,2020-01-14,globaltech_hris,84937,GBP,Bi-Weekly,2024-12-08,2804619.74,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004415,4415,GlobalTech,Christine,Parker,Christine Parker,christine.parker@globaltech.com,Product,Product,Business Analyst,GT-006754,Full-Time,United States,,2023-11-12,globaltech_hris,222394,EUR,Monthly,2024-12-10,2882226.24,True,2022-12-28,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004418,4418,GlobalTech,Joshua,Murphy,Joshua Murphy,joshua.murphy@globaltech.com,DevOps,Engineering,HR Specialist,GT-005131,Part-Time,Mexico,,2017-11-05,globaltech_hris,103552,EUR,Bi-Weekly,2023-09-11,2907740.16,True,2022-01-29,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004419,4419,GlobalTech,Joshua,Hernandez,Joshua Hernandez,joshua.hernandez@globaltech.com,Sales,Sales,Account Executive,GT-013799,Full-Time,India,,2019-10-14,globaltech_hris,184133,USD,Bi-Weekly,2024-02-09,4787458.0,True,2022-03-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004420,4420,GlobalTech,Douglas,Reed,Douglas Reed,douglas.reed@globaltech.com,Product,Product,Product Manager,GT-004747,Part-Time,Netherlands,,2023-05-14,globaltech_hris,142392,GBP,Monthly,2024-05-25,2170054.08,True,2022-07-29,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004429,4429,GlobalTech,Tyler,Williams,Tyler Williams,tyler.williams@globaltech.com,Operations,Operations,Quality Assurance Engineer,GT-006188,Contractor,Canada,,2018-03-24,globaltech_hris,134758,USD,Bi-Weekly,2024-11-24,3503708.0,True,2021-04-09,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004430,4430,GlobalTech,Dennis,Phillips,Dennis Phillips,dennis.phillips@globaltech.com,Legal,Legal,QA Lead,GT-012899,Part-Time,Japan,,2019-03-14,globaltech_hris,131300,USD,Bi-Weekly,2023-07-27,3413800.0,True,2024-07-08,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004432,4432,GlobalTech,Robert,Mason,Robert Mason,robert.mason@globaltech.com,Sales,Sales,Marketing Specialist,GT-008491,Contractor,Mexico,,2022-11-24,globaltech_hris,160461,EUR,Bi-Weekly,2024-07-20,4505744.88,True,2022-10-07,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004435,4435,GlobalTech,Debra,Russell,Debra Russell,debra.russell@globaltech.com,Engineering,Engineering,Business Analyst,GT-000691,Part-Time,Mexico,,2021-09-19,globaltech_hris,180139,EUR,Monthly,2024-06-27,2334601.44,True,2022-12-08,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004454,4454,GlobalTech,David,Perez,David Perez,david.perez@globaltech.com,Business Development,Sales,Controller,GT-013816,Contractor,Brazil,,2021-05-26,globaltech_hris,79503,GBP,Bi-Weekly,2024-02-17,2625189.06,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004461,4461,GlobalTech,Helen,Johnson,Helen Johnson,helen.johnson@globaltech.com,Information Technology,Information Technology,QA Lead,GT-001744,Part-Time,India,,2022-04-02,globaltech_hris,101821,EUR,Bi-Weekly,2023-03-29,2859133.68,True,2021-03-12,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004462,4462,GlobalTech,Adam,Reeves,Adam Reeves,adam.reeves@globaltech.com,Manufacturing,Manufacturing,Accountant,GT-004510,Contractor,Hong Kong,,2020-06-23,globaltech_hris,79832,GBP,Bi-Weekly,2024-12-04,2636052.64,True,2020-01-14,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004466,4466,GlobalTech,Susan,Torres,Susan Torres,susan.torres@globaltech.com,Strategy,Strategy,Marketing Manager,GT-001641,Full-Time,Sweden,,2017-04-26,globaltech_hris,87378,USD,Bi-Weekly,2024-07-19,2271828.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004469,4469,GlobalTech,Andrew,Cooper,Andrew Cooper,andrew.cooper@globaltech.com,Product,Product,QA Lead,GT-005923,Full-Time,South Korea,,2024-04-08,globaltech_hris,86316,EUR,Bi-Weekly,2023-12-11,2423753.28,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004472,4472,GlobalTech,Debra,Jones,Debra Jones,debra.jones@globaltech.com,DevOps,Engineering,Operations Manager,GT-011413,Part-Time,Germany,,2021-08-17,globaltech_hris,100822,EUR,Bi-Weekly,2024-11-12,2831081.76,True,2021-11-16,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004473,4473,GlobalTech,Peter,Porter,Peter Porter,peter.porter@globaltech.com,DevOps,Engineering,QA Lead,GT-012000,Contractor,Japan,,2017-05-31,globaltech_hris,127164,EUR,Bi-Weekly,2023-02-22,3570765.12,True,2021-08-23,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004481,4481,GlobalTech,Henry,Hicks,Henry Hicks,henry.hicks@globaltech.com,Sales,Sales,Data Scientist,GT-012827,Full-Time,Hong Kong,,2023-12-27,globaltech_hris,178039,USD,Monthly,2023-06-05,2136468.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004484,4484,GlobalTech,Christopher,Morris,Christopher Morris,christopher.morris@globaltech.com,Information Technology,Information Technology,Sales Director,GT-009447,Part-Time,Japan,,2021-09-18,globaltech_hris,137687,EUR,Bi-Weekly,2024-08-25,3866250.96,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004495,4495,GlobalTech,Adam,Davis,Adam Davis,adam.davis@globaltech.com,Sales,Sales,Quality Assurance Engineer,,Contractor,France,,2018-03-28,globaltech_hris,157946,EUR,Bi-Weekly,2024-05-09,4435123.68,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004505,4505,GlobalTech,Rachel,Ramos,Rachel Ramos,rachel.ramos@globaltech.com,Engineering,Engineering,Senior Product Manager,GT-006471,Full-Time,United States,,2024-10-24,globaltech_hris,183290,EUR,Bi-Weekly,2024-01-31,5146783.2,True,2024-07-24,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004511,4511,GlobalTech,Adam,Morgan,Adam Morgan,adam.morgan@globaltech.com,Supply Chain,Operations,Financial Analyst,GT-011695,Full-Time,South Korea,,2017-07-29,globaltech_hris,77397,USD,Bi-Weekly,2023-03-09,2012322.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004514,4514,GlobalTech,Kimberly,Bell,Kimberly Bell,kimberly.bell@globaltech.com,Marketing,Marketing,Software Engineer,GT-010530,Part-Time,Brazil,,2016-11-08,globaltech_hris,129196,USD,Bi-Weekly,2023-01-25,3359096.0,True,2022-04-18,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004519,4519,GlobalTech,James,Gomez,James Gomez,james.gomez@globaltech.com,Operations,Operations,Account Executive,GT-011837,Full-Time,South Korea,,2018-02-21,globaltech_hris,83208,EUR,Bi-Weekly,2023-06-03,2336480.64,True,2020-10-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004534,4534,GlobalTech,Thomas,Peterson,Thomas Peterson,thomas.peterson@globaltech.com,Engineering,Engineering,Data Analyst,GT-009560,Contractor,United Kingdom,,2023-09-01,globaltech_hris,146301,USD,Bi-Weekly,2023-10-13,3803826.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004546,4546,GlobalTech,Sharon,Moreno,Sharon Moreno,sharon.moreno@globaltech.com,Human Resources,Human Resources,Financial Analyst,GT-002029,Part-Time,Ireland,,2017-10-30,globaltech_hris,86881,USD,Bi-Weekly,2023-09-01,2258906.0,True,2020-09-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004547,4547,GlobalTech,Catherine,Johnson,Catherine Johnson,catherine.johnson@globaltech.com,Customer Success,Customer Support,Marketing Specialist,GT-010030,Full-Time,Italy,,2016-04-13,globaltech_hris,149632,GBP,Bi-Weekly,2024-11-04,4940848.64,True,2023-04-10,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004548,4548,GlobalTech,Scott,Edwards,Scott Edwards,scott.edwards@globaltech.com,Product,Product,Project Manager,GT-007229,Full-Time,India,,2024-05-26,globaltech_hris,145808,USD,Bi-Weekly,2024-05-17,3791008.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004553,4553,GlobalTech,Frank,Clark,Frank Clark,frank.clark@globaltech.com,Product,Product,Solutions Architect,GT-000893,Full-Time,Japan,,2015-02-14,globaltech_hris,123713,EUR,Bi-Weekly,2024-08-01,3473861.04,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004555,4555,GlobalTech,Melissa,White,Melissa White,melissa.white@globaltech.com,Marketing,Marketing,Analyst,GT-006046,Full-Time,Hong Kong,,2019-07-31,globaltech_hris,89260,GBP,Bi-Weekly,2023-11-24,2947365.2,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004559,4559,GlobalTech,Carol,Morris,Carol Morris,carol.morris@globaltech.com,Quality Assurance,Engineering,Software Engineer,GT-011695,Full-Time,Spain,,2016-09-03,globaltech_hris,126831,EUR,Bi-Weekly,2024-11-26,3561414.48,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004563,4563,GlobalTech,Eric,Garrison,Eric Garrison,eric.garrison@globaltech.com,Supply Chain,Operations,Recruiter,GT-005042,Part-Time,Spain,,2017-04-21,globaltech_hris,79525,EUR,Bi-Weekly,2023-09-09,2233062.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004567,4567,GlobalTech,Jerry,Nickerson,Jerry Nickerson,jerry.nickerson@globaltech.com,Information Technology,Information Technology,Data Analyst,GT-001366,Full-Time,Italy,,2024-04-11,globaltech_hris,115633,USD,Bi-Weekly,2024-06-23,3006458.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004576,4576,GlobalTech,Aaron,Knox,Aaron Knox,aaron.knox@globaltech.com,Finance,Finance,HR Manager,GT-008315,Contractor,Canada,,2020-02-22,globaltech_hris,117303,EUR,Bi-Weekly,2023-09-26,3293868.24,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004582,4582,GlobalTech,Jennifer,Gonzalez,Jennifer Gonzalez,jennifer.gonzalez@globaltech.com,Data Science,Data,Recruiter,,Full-Time,Sweden,,2022-06-17,globaltech_hris,80113,USD,Bi-Weekly,2023-05-23,2082938.0,True,2023-12-21,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004583,4583,GlobalTech,Andrew,Martin,Andrew Martin,andrew.martin@globaltech.com,Quality Assurance,Engineering,Sales Director,GT-008244,Contractor,Singapore,,2022-03-22,globaltech_hris,91016,EUR,Bi-Weekly,2023-02-14,2555729.28,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004588,4588,GlobalTech,James,Fox,James Fox,james.fox@globaltech.com,Finance,Finance,Business Analyst,GT-005235,Part-Time,Mexico,,2017-07-24,globaltech_hris,100631,USD,Bi-Weekly,2023-03-19,2616406.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004598,4598,GlobalTech,Debra,Parker,Debra Parker,debra.parker@globaltech.com,Finance,Finance,Accountant,,Full-Time,Italy,,2022-05-14,globaltech_hris,89638,USD,Bi-Weekly,2024-08-15,2330588.0,True,2021-11-22,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004611,4611,GlobalTech,Linda,Reeves,Linda Reeves,linda.reeves@globaltech.com,Human Resources,Human Resources,Data Analyst,GT-000493,Part-Time,India,,2018-08-04,globaltech_hris,190251,GBP,Bi-Weekly,2023-10-08,6282088.02,True,2020-06-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004618,4618,GlobalTech,Samuel,Ramirez,Samuel Ramirez,samuel.ramirez@globaltech.com,Product,Product,Senior Software Engineer,GT-008825,Contractor,Japan,,2016-12-04,globaltech_hris,108160,EUR,Bi-Weekly,2024-06-16,3037132.8,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004629,4629,GlobalTech,James,Peterson,James Peterson,james.peterson@globaltech.com,Supply Chain,Operations,Systems Administrator,GT-010526,Part-Time,France,,2016-11-13,globaltech_hris,79886,GBP,Bi-Weekly,2024-09-13,2637835.72,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004645,4645,GlobalTech,Donna,Lee,Donna Lee,donna.lee@globaltech.com,Information Technology,Information Technology,Solutions Architect,GT-000013,Part-Time,Mexico,,2020-05-26,globaltech_hris,229060,EUR,Bi-Weekly,2024-07-12,6432004.8,True,2021-12-07,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004651,4651,GlobalTech,Karen,Smith,Karen Smith,karen.smith@globaltech.com,Data Science,Data,QA Lead,GT-006195,Full-Time,Hong Kong,,2017-04-04,globaltech_hris,71921,GBP,Bi-Weekly,2024-02-07,2374831.42,True,2020-04-20,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004667,4667,GlobalTech,Elizabeth,Martinez,Elizabeth Martinez,elizabeth.martinez@globaltech.com,Marketing,Marketing,Recruiter,GT-008510,Full-Time,Japan,,2016-11-14,globaltech_hris,62104,GBP,Bi-Weekly,2024-07-30,2050674.08,True,2022-06-26,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004670,4670,GlobalTech,Rebecca,Moore,Rebecca Moore,rebecca.moore@globaltech.com,Manufacturing,Manufacturing,HR Specialist,GT-004629,Part-Time,Brazil,,2017-08-18,globaltech_hris,79416,GBP,Bi-Weekly,2024-08-12,2622316.32,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004671,4671,GlobalTech,Brenda,Shelton,Brenda Shelton,brenda.shelton@globaltech.com,Manufacturing,Manufacturing,Analyst,GT-010287,Part-Time,Singapore,,2023-11-16,globaltech_hris,64894,GBP,Bi-Weekly,2024-05-25,2142799.88,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004679,4679,GlobalTech,Laura,Boyd,Laura Boyd,laura.boyd@globaltech.com,Data Science,Data,Business Analyst,GT-006618,Contractor,Hong Kong,,2019-03-25,globaltech_hris,137333,USD,Bi-Weekly,2023-05-09,3570658.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004695,4695,GlobalTech,Christopher,Fox,Christopher Fox,christopher.fox@globaltech.com,Business Development,Sales,Business Analyst,GT-011440,Part-Time,Spain,,2018-04-18,globaltech_hris,176664,EUR,Monthly,2024-02-16,2289565.44,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004703,4703,GlobalTech,Eric,Warren,Eric Warren,eric.warren@globaltech.com,Quality Assurance,Engineering,Account Executive,GT-005887,Contractor,Brazil,,2019-07-03,globaltech_hris,63916,GBP,Bi-Weekly,2023-03-23,2110506.32,True,2024-03-06,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004712,4712,GlobalTech,Stephanie,Martin,Stephanie Martin,stephanie.martin@globaltech.com,Manufacturing,Manufacturing,Software Engineer,GT-011121,Part-Time,Canada,,2018-04-28,globaltech_hris,76105,GBP,Bi-Weekly,2024-04-15,2512987.1,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004713,4713,GlobalTech,Sandra,Knox,Sandra Knox,sandra.knox@globaltech.com,Customer Success,Customer Support,Sales Representative,GT-002985,Contractor,France,,2019-10-11,globaltech_hris,"$207,733",USD,Monthly,2024-02-23,2492796.0,True,2023-05-23,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004715,4715,GlobalTech,James,Hunter,James Hunter,james.hunter@globaltech.com,Finance,Finance,Systems Administrator,GT-014153,Contractor,Japan,,2022-07-27,globaltech_hris,148777,USD,Bi-Weekly,2023-01-02,3868202.0,True,2020-06-04,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004722,4722,GlobalTech,Emily,Martin,Emily Martin,emily.martin@globaltech.com,Human Resources,Human Resources,Account Executive,GT-008069,Part-Time,Switzerland,,2022-11-20,globaltech_hris,153544,GBP,Monthly,2024-07-26,2340010.56,True,2023-08-24,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004744,4744,GlobalTech,Alexander,White,Alexander White,alexander.white@globaltech.com,Finance,Finance,Account Executive,GT-007515,Contractor,Hong Kong,,2017-04-25,globaltech_hris,141159,USD,Bi-Weekly,2024-07-25,3670134.0,True,2020-07-02,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004752,4752,GlobalTech,Emily,Lewis,Emily Lewis,emily.lewis@globaltech.com,Business Development,Sales,Data Scientist,GT-004974,Full-Time,China,,2020-02-01,globaltech_hris,111615,USD,Bi-Weekly,2023-10-25,2901990.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004753,4753,GlobalTech,Henry,Crawford,Henry Crawford,henry.crawford@globaltech.com,Marketing,Marketing,Marketing Manager,GT-002740,Contractor,Mexico,,2017-10-11,globaltech_hris,69484,GBP,Bi-Weekly,2023-02-28,2294361.68,True,2020-07-13,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004754,4754,GlobalTech,Karen,Thompson,Karen Thompson,karen.thompson@globaltech.com,Human Resources,Human Resources,Senior Product Manager,GT-001407,Contractor,United States,,2019-01-15,globaltech_hris,128446,EUR,Bi-Weekly,2024-10-09,3606763.68,True,2023-04-30,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004767,4767,GlobalTech,Kevin,Reeves,Kevin Reeves,kevin.reeves@globaltech.com,Human Resources,Human Resources,Consultant,GT-014994,Part-Time,Mexico,,2019-03-01,globaltech_hris,97144,GBP,Bi-Weekly,2024-10-26,3207694.88,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004775,4775,GlobalTech,Michelle,Sanchez,Michelle Sanchez,michelle.sanchez@globaltech.com,Data Science,Data,Financial Analyst,GT-011580,Full-Time,France,,2024-06-13,globaltech_hris,111197,GBP,Bi-Weekly,2024-03-07,3671724.94,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004786,4786,GlobalTech,Douglas,Lopez,Douglas Lopez,douglas.lopez@globaltech.com,Information Technology,Information Technology,Business Analyst,GT-004272,Contractor,Brazil,,2023-10-23,globaltech_hris,108075,EUR,Bi-Weekly,2024-01-19,3034746.0,True,2021-08-31,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004790,4790,GlobalTech,Edward,Edwards,Edward Edwards,edward.edwards@globaltech.com,Quality Assurance,Engineering,Systems Administrator,GT-011582,Part-Time,Ireland,,2017-06-27,globaltech_hris,141683,USD,Bi-Weekly,2024-07-28,3683758.0,True,2022-08-11,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004793,4793,GlobalTech,Jack,Moore,Jack Moore,jack.moore@globaltech.com,Strategy,Strategy,Sales Director,GT-004302,Full-Time,United Kingdom,,2018-07-26,globaltech_hris,89290,EUR,Bi-Weekly,2024-05-13,2507263.2,True,2021-05-29,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004802,4802,GlobalTech,Thomas,Mason,Thomas Mason,thomas.mason@globaltech.com,Engineering,Engineering,QA Lead,GT-006464,Contractor,South Korea,,2024-09-29,globaltech_hris,87824,USD,Bi-Weekly,2024-09-04,2283424.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004808,4808,GlobalTech,Anthony,Jackson,Anthony Jackson,anthony.jackson@globaltech.com,Manufacturing,Manufacturing,Consultant,GT-008456,Contractor,Singapore,,2021-11-22,globaltech_hris,78062,EUR,Bi-Weekly,2024-01-22,2191980.96,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004811,4811,GlobalTech,Sharon,Crawford,Sharon Crawford,sharon.crawford@globaltech.com,DevOps,Engineering,Senior Product Manager,GT-004072,Contractor,South Korea,,2024-11-28,globaltech_hris,92332,EUR,Bi-Weekly,2023-10-24,2592682.56,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004813,4813,GlobalTech,Scott,Walker,Scott Walker,scott.walker@globaltech.com,Business Development,Sales,Marketing Manager,GT-001744,Part-Time,Italy,,2023-07-12,globaltech_hris,76619,GBP,Bi-Weekly,2024-10-27,2529959.38,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004815,4815,GlobalTech,James,King,James King,james.king@globaltech.com,Human Resources,Human Resources,Systems Administrator,GT-012477,Contractor,Spain,,2020-10-19,globaltech_hris,70638,GBP,Bi-Weekly,2024-09-27,2332466.76,True,2023-07-27,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004821,4821,GlobalTech,Emily,Kemp,Emily Kemp,emily.kemp@globaltech.com,Business Development,Sales,Staff Engineer,GT-001366,Full-Time,China,,2016-08-26,globaltech_hris,167952,EUR,Bi-Weekly,2024-07-06,4716092.16,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004823,4823,GlobalTech,Sharon,Reed,Sharon Reed,sharon.reed@globaltech.com,Product,Product,Financial Analyst,GT-002721,Part-Time,Australia,,2024-03-23,globaltech_hris,85384,USD,Bi-Weekly,2024-11-12,2219984.0,True,2023-12-25,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004835,4835,GlobalTech,Ashley,Jones,Ashley Jones,ashley.jones@globaltech.com,Data Science,Data,Sales Representative,GT-014768,Contractor,Brazil,,2023-12-14,globaltech_hris,112012,GBP,Bi-Weekly,2024-07-12,3698636.24,True,2023-04-13,benefits|globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
GT-004837,4837,GlobalTech,Thomas,Mason,Thomas Mason,thomas.mason@globaltech.com,Product,Product,Data Scientist,GT-006610,Contractor,Hong Kong,,2015-02-09,globaltech_hris,182991,USD,Monthly,2023-08-13,2195892.0,False,,globaltech_hris|payroll,exact_employee_id,salary_usd_annual_range,"salary_usd_annual must be between 20,000 and 2,000,000 when present"
