employee_id,source_employee_id,company_origin,first_name,last_name,full_name,email,department,department_standardized,job_title,manager_id,employment_type,country,jurisdiction,hire_date,source_system,duplicate_check,kept_in_golden
AC-000044,ACQ_DUP_00044,AcquiredCo,Samanth,Warren,Samanth Warren,samantha.warren@acquiredco.com,Business Development,Sales,Business Analyst,,Contractor,Australia,,2016-05-31,acquiredco_hris,hris_employee_id,False
AC-000045,ACQ_DUP_00045,AcquiredCo,Gregory,Lopez,Gregory Lopez,gregory.lopez@acquiredco.com,Business Development,Sales,Quality Assurance Engineer,,Part-Time,India,,2018-12-12,acquiredco_hris,hris_employee_id,False
AC-000046,ACQ_DUP_00046,AcquiredCo,Cynt,Peterson,Cynt Peterson,cynthia.peterson@acquiredco.com,Manufacturing,Manufacturing,Marketing Manager,,Part-Time,India,,2019-03-16,acquiredco_hris,hris_employee_id,False
AC-000047,ACQ_DUP_00047,AcquiredCo,Emma,Shelton,Emma Shelton,emma.shelton@acquiredco.com,Business Development,Sales,Senior Product Manager,,Full-Time,Sweden,,2016-01-16,acquiredco_hris,hris_employee_id,False
AC-000048,ACQ_DUP_00048,AcquiredCo,Janet,Kennedy,Janet Kennedy,janet.kennedy@acquiredco.com,Engineering,Engineering,Senior Product Manager,,Full-Time,Australia,,2024-04-24,acquiredco_hris,hris_employee_id,False
AC-000049,ACQ_DUP_00049,AcquiredCo,And,Robinson,And Robinson,andrew.robinson@acquiredco.com,Customer Success,Customer Support,Software Engineer,,Contractor,South Korea,,2020-02-28,acquiredco_hris,hris_employee_id,False
AC-000050,ACQ_DUP_00050,AcquiredCo,Peter,Porter,Peter Porter,peter.porter@acquiredco.com,Sales,Sales,Marketing Specialist,,Full-Time,France,,2020-11-16,acquiredco_hris,hris_employee_id,False
AC-000051,ACQ_DUP_00051,AcquiredCo,Mel,Smith,Mel Smith,melissa.smith@acquiredco.com,Legal,Legal,Data Scientist,,Contractor,Canada,,2016-10-22,acquiredco_hris,hris_employee_id,False
AC-000052,ACQ_DUP_00052,AcquiredCo,Pete,Gomez,Pete Gomez,peter.gomez@acquiredco.com,Business Development,Sales,Data Scientist,,Contractor,United States,,2015-09-26,acquiredco_hris,hris_employee_id,False
AC-000053,ACQ_DUP_00053,AcquiredCo,Ronal,Gonzalez,Ronal Gonzalez,ronald.gonzalez@acquiredco.com,Communications,Marketing,HR Manager,,Contractor,Spain,,2021-08-20,acquiredco_hris,hris_employee_id,False
AC-000054,ACQ_DUP_00054,AcquiredCo,Cathy,Kemp,Cathy Kemp,catherine.kemp@acquiredco.com,Customer Success,Customer Support,Controller,,Part-Time,Australia,,2016-05-31,acquiredco_hris,hris_employee_id,False
AC-000055,ACQ_DUP_00055,AcquiredCo,Steven,Henry,Steven Henry,steven.henry@acquiredco.com,Data Science,Data,Business Analyst,,Contractor,Sweden,,2021-07-28,acquiredco_hris,hris_employee_id,False
AC-000056,ACQ_DUP_00056,AcquiredCo,Ang,Garrison,Ang Garrison,angela.garrison@acquiredco.com,Engineering,Engineering,Marketing Specialist,,Part-Time,Spain,,2015-04-26,acquiredco_hris,hris_employee_id,False
AC-000057,ACQ_DUP_00057,AcquiredCo,Rick,Bell,Rick Bell,richard.bell@acquiredco.com,Product,Product,Operations Manager,,Full-Time,India,,2024-02-04,acquiredco_hris,hris_employee_id,False
AC-000058,ACQ_DUP_00058,AcquiredCo,Caro,Hunter,Caro Hunter,carol.hunter@acquiredco.com,Supply Chain,Operations,Consultant,,Contractor,Netherlands,,2018-07-20,acquiredco_hris,hris_employee_id,False
AC-000059,ACQ_DUP_00059,AcquiredCo,Jon,Jackson,Jon Jackson,jonathan.jackson@acquiredco.com,Strategy,Strategy,Business Analyst,,Part-Time,Singapore,,2016-03-05,acquiredco_hris,hris_employee_id,False
AC-000060,ACQ_DUP_00060,AcquiredCo,Ken,Hernandez,Ken Hernandez,kenneth.hernandez@acquiredco.com,Engineering,Engineering,Product Manager,,Contractor,Mexico,,2022-04-25,acquiredco_hris,hris_employee_id,False
AC-000061,ACQ_DUP_00061,AcquiredCo,Chris,Anderson,Chris Anderson,christopher.anderson@acquiredco.com,Legal,Legal,Financial Analyst,,Full-Time,Hong Kong,,2021-03-13,acquiredco_hris,hris_employee_id,False
AC-000062,ACQ_DUP_00062,AcquiredCo,Edward,Fox,Edward Fox,edward.fox@acquiredco.com,Customer Success,Customer Support,Analyst,,Contractor,Australia,,2022-02-17,acquiredco_hris,hris_employee_id,False
AC-000063,ACQ_DUP_00063,AcquiredCo,Nancy,Sanchez,Nancy Sanchez,nancy.sanchez@acquiredco.com,Customer Success,Customer Support,Quality Assurance Engineer,,Contractor,Spain,,2023-12-07,acquiredco_hris,hris_employee_id,False
AC-000064,ACQ_DUP_00064,AcquiredCo,Anna,Miller,Anna Miller,anna.miller@acquiredco.com,Communications,Marketing,QA Lead,,Full-Time,Spain,,2018-05-05,acquiredco_hris,hris_employee_id,False
AC-000065,ACQ_DUP_00065,AcquiredCo,Barb,White,Barb White,barbara.white@acquiredco.com,Strategy,Strategy,Data Scientist,,Contractor,France,,2018-04-22,acquiredco_hris,hris_employee_id,False
AC-000066,ACQ_DUP_00066,AcquiredCo,Becky,Ramos,Becky Ramos,rebecca.ramos@acquiredco.com,Human Resources,Human Resources,Account Executive,,Part-Time,Sweden,,2020-01-31,acquiredco_hris,hris_employee_id,False
AC-000067,ACQ_DUP_00067,AcquiredCo,Benjami,Reed,Benjami Reed,benjamin.reed@acquiredco.com,Data Science,Data,Data Analyst,,Part-Time,India,,2018-09-13,acquiredco_hris,hris_employee_id,False
AC-000068,ACQ_DUP_00068,AcquiredCo,Charl,White,Charl White,charles.white@acquiredco.com,Strategy,Strategy,Quality Assurance Engineer,,Full-Time,France,,2020-12-11,acquiredco_hris,hris_employee_id,False
AC-000069,ACQ_DUP_00069,AcquiredCo,Tom,Warren,Tom Warren,thomas.warren@acquiredco.com,Business Development,Sales,Data Scientist,,Full-Time,Japan,,2017-01-22,acquiredco_hris,hris_employee_id,False
AC-000070,ACQ_DUP_00070,AcquiredCo,Chris,Crawford,Chris Crawford,christopher.crawford@acquiredco.com,Information Technology,Information Technology,Accountant,,Contractor,China,,2023-02-20,acquiredco_hris,hris_employee_id,False
AC-000071,ACQ_DUP_00071,AcquiredCo,Shirl,Morris,Shirl Morris,shirley.morris@acquiredco.com,DevOps,Engineering,Consultant,,Contractor,Spain,,2017-02-01,acquiredco_hris,hris_employee_id,False
AC-000072,ACQ_DUP_00072,AcquiredCo,Saman,Garcia,Saman Garcia,samantha.garcia@acquiredco.com,Customer Success,Customer Support,Product Manager,,Full-Time,Singapore,,2016-04-25,acquiredco_hris,hris_employee_id,False
AC-000073,ACQ_DUP_00073,AcquiredCo,Mary,Wilson,Mary Wilson,mary.wilson@acquiredco.com,Legal,Legal,Quality Assurance Engineer,,Full-Time,Germany,,2019-01-14,acquiredco_hris,hris_employee_id,False
AC-000074,ACQ_DUP_00074,AcquiredCo,Jerry,Boyd,Jerry Boyd,jerry.boyd@acquiredco.com,Supply Chain,Operations,Sales Director,,Contractor,United States,,2020-05-17,acquiredco_hris,hris_employee_id,False
AC-000075,ACQ_DUP_00075,AcquiredCo,Gregor,Rogers,Gregor Rogers,gregory.rogers@acquiredco.com,Customer Success,Customer Support,Staff Engineer,,Contractor,Singapore,,2020-09-01,acquiredco_hris,hris_employee_id,False
AC-000076,ACQ_DUP_00076,AcquiredCo,Jen,Reed,Jen Reed,jennifer.reed@acquiredco.com,Communications,Marketing,Data Analyst,,Full-Time,Hong Kong,,2021-09-29,acquiredco_hris,hris_employee_id,False
AC-000077,ACQ_DUP_00077,AcquiredCo,Pat,Moreno,Pat Moreno,patrick.moreno@acquiredco.com,Information Technology,Information Technology,Marketing Manager,,Full-Time,United Kingdom,,2015-03-08,acquiredco_hris,hris_employee_id,False
AC-000078,ACQ_DUP_00078,AcquiredCo,Ken,Reeves,Ken Reeves,kenneth.reeves@acquiredco.com,Product,Product,Operations Manager,,Full-Time,Switzerland,,2021-08-25,acquiredco_hris,hris_employee_id,False
AC-000079,ACQ_DUP_00079,AcquiredCo,Jeff,Gomez,Jeff Gomez,jeffrey.gomez@acquiredco.com,Strategy,Strategy,Systems Administrator,,Part-Time,Germany,,2022-05-15,acquiredco_hris,hris_employee_id,False
AC-000080,ACQ_DUP_00080,AcquiredCo,Becky,Thompson,Becky Thompson,rebecca.thompson@acquiredco.com,Quality Assurance,Engineering,HR Specialist,,Full-Time,Italy,,2020-12-06,acquiredco_hris,hris_employee_id,False
AC-000081,ACQ_DUP_00081,AcquiredCo,Barb,Robinson,Barb Robinson,barbara.robinson@acquiredco.com,Sales,Sales,Staff Engineer,,Full-Time,Japan,,2020-03-14,acquiredco_hris,hris_employee_id,False
AC-000082,ACQ_DUP_00082,AcquiredCo,Car,Reed,Car Reed,carolyn.reed@acquiredco.com,Sales,Sales,Controller,,Part-Time,Brazil,,2022-08-21,acquiredco_hris,hris_employee_id,False
AC-000083,ACQ_DUP_00083,AcquiredCo,Lar,Henry,Lar Henry,larry.henry@acquiredco.com,Strategy,Strategy,Product Manager,,Full-Time,Canada,,2018-08-06,acquiredco_hris,hris_employee_id,False
AC-000084,ACQ_DUP_00084,AcquiredCo,Grego,Lewis,Grego Lewis,gregory.lewis@acquiredco.com,DevOps,Engineering,Sales Director,,Contractor,United States,,2024-09-05,acquiredco_hris,hris_employee_id,False
AC-000085,ACQ_DUP_00085,AcquiredCo,Dorot,Phillips,Dorot Phillips,dorothy.phillips@acquiredco.com,Human Resources,Human Resources,Project Manager,,Part-Time,France,,2024-06-07,acquiredco_hris,hris_employee_id,False
AC-000086,ACQ_DUP_00086,AcquiredCo,Lisa,Walker,Lisa Walker,lisa.walker@acquiredco.com,Manufacturing,Manufacturing,Sales Representative,,Full-Time,Ireland,,2021-02-02,acquiredco_hris,hris_employee_id,False
AC-000087,ACQ_DUP_00087,AcquiredCo,Meli,Martin,Meli Martin,melissa.martin@acquiredco.com,Manufacturing,Manufacturing,Recruiter,,Contractor,Japan,,2022-01-23,acquiredco_hris,hris_employee_id,False
AC-000088,ACQ_DUP_00088,AcquiredCo,Anna,Wilson,Anna Wilson,anna.wilson@acquiredco.com,Engineering,Engineering,Quality Assurance Engineer,,Full-Time,Singapore,,2015-07-26,acquiredco_hris,hris_employee_id,False
AC-000089,ACQ_DUP_00089,AcquiredCo,Dan,Martin,Dan Martin,daniel.martin@acquiredco.com,DevOps,Engineering,Accountant,,Part-Time,Sweden,,2015-01-04,acquiredco_hris,hris_employee_id,False
AC-000090,ACQ_DUP_00090,AcquiredCo,Car,Porter,Car Porter,carol.porter@acquiredco.com,Information Technology,Information Technology,Software Engineer,,Contractor,Netherlands,,2018-10-13,acquiredco_hris,hris_employee_id,False
AC-000091,ACQ_DUP_00091,AcquiredCo,Jon,Burns,Jon Burns,jonathan.burns@acquiredco.com,Data Science,Data,Project Manager,,Full-Time,China,,2016-03-15,acquiredco_hris,hris_employee_id,False
AC-000092,ACQ_DUP_00092,AcquiredCo,Joe,Moreno,Joe Moreno,joseph.moreno@acquiredco.com,Marketing,Marketing,Financial Analyst,,Contractor,Canada,,2018-09-05,acquiredco_hris,hris_employee_id,False
AC-000093,ACQ_DUP_00093,AcquiredCo,Caro,Price,Caro Price,carol.price@acquiredco.com,Legal,Legal,Data Engineer,,Contractor,Brazil,,2024-09-22,acquiredco_hris,hris_employee_id,False
AC-000094,ACQ_DUP_00094,AcquiredCo,Kev,Phillips,Kev Phillips,kevin.phillips@acquiredco.com,Operations,Operations,Sales Representative,,Full-Time,Switzerland,,2018-12-08,acquiredco_hris,hris_employee_id,False
AC-000095,ACQ_DUP_00095,AcquiredCo,Kathle,Allen,Kathle Allen,kathleen.allen@acquiredco.com,Product,Product,Financial Analyst,,Contractor,Netherlands,,2019-03-19,acquiredco_hris,hris_employee_id,False
AC-000096,ACQ_DUP_00096,AcquiredCo,Pau,Martin,Pau Martin,paul.martin@acquiredco.com,Sales,Sales,Controller,,Full-Time,Italy,,2015-02-11,acquiredco_hris,hris_employee_id,False
AC-000097,ACQ_DUP_00097,AcquiredCo,Larr,Ramos,Larr Ramos,larry.ramos@acquiredco.com,Business Development,Sales,Account Executive,,Full-Time,Sweden,,2021-11-26,acquiredco_hris,hris_employee_id,False
AC-000098,ACQ_DUP_00098,AcquiredCo,Nichola,Walker,Nichola Walker,nicholas.walker@acquiredco.com,Marketing,Marketing,Consultant,,Full-Time,Canada,,2019-05-20,acquiredco_hris,hris_employee_id,False
AC-000099,ACQ_DUP_00099,AcquiredCo,Kevin,Morgan,Kevin Morgan,kevin.morgan@acquiredco.com,Communications,Marketing,Quality Assurance Engineer,,Contractor,Canada,,2021-12-14,acquiredco_hris,hris_employee_id,False
AC-000100,ACQ_DUP_00100,AcquiredCo,Ronal,Wilson,Ronal Wilson,ronald.wilson@acquiredco.com,Finance,Finance,QA Lead,,Full-Time,France,,2024-02-25,acquiredco_hris,hris_employee_id,False
AC-000101,ACQ_DUP_00101,AcquiredCo,Patrici,Garrison,Patrici Garrison,patricia.garrison@acquiredco.com,Supply Chain,Operations,Marketing Specialist,,Contractor,India,,2022-09-30,acquiredco_hris,hris_employee_id,False
AC-000102,ACQ_DUP_00102,AcquiredCo,Ama,Reed,Ama Reed,amanda.reed@acquiredco.com,Marketing,Marketing,Sales Director,,Full-Time,Hong Kong,,2023-10-19,acquiredco_hris,hris_employee_id,False
AC-000103,ACQ_DUP_00103,AcquiredCo,Patricia,Scott,Patricia Scott,patricia.scott@acquiredco.com,Supply Chain,Operations,Accountant,,Part-Time,Spain,,2022-04-05,acquiredco_hris,hris_employee_id,False
AC-000104,ACQ_DUP_00104,AcquiredCo,Kimberly,Kemp,Kimberly Kemp,kimberly.kemp@acquiredco.com,Strategy,Strategy,Analyst,,Contractor,France,,2018-07-28,acquiredco_hris,hris_employee_id,False
AC-000105,ACQ_DUP_00105,AcquiredCo,Ken,Torres,Ken Torres,kenneth.torres@acquiredco.com,Finance,Finance,Operations Manager,,Contractor,Spain,,2021-03-22,acquiredco_hris,hris_employee_id,False
AC-000106,ACQ_DUP_00106,AcquiredCo,Emil,Nickerson,Emil Nickerson,emily.nickerson@acquiredco.com,Engineering,Engineering,Recruiter,,Part-Time,Australia,,2024-03-22,acquiredco_hris,hris_employee_id,False
AC-000107,ACQ_DUP_00107,AcquiredCo,Kimbe,Lewis,Kimbe Lewis,kimberly.lewis@acquiredco.com,Manufacturing,Manufacturing,Systems Administrator,,Full-Time,Australia,,2017-04-10,acquiredco_hris,hris_employee_id,False
AC-000108,ACQ_DUP_00108,AcquiredCo,Becky,Smith,Becky Smith,rebecca.smith@acquiredco.com,Communications,Marketing,Data Scientist,,Part-Time,Italy,,2020-11-28,acquiredco_hris,hris_employee_id,False
AC-000109,ACQ_DUP_00109,AcquiredCo,Ron,Crawford,Ron Crawford,ronald.crawford@acquiredco.com,Legal,Legal,Accountant,,Part-Time,United States,,2024-08-08,acquiredco_hris,hris_employee_id,False
AC-000110,ACQ_DUP_00110,AcquiredCo,Rona,Dixon,Rona Dixon,ronald.dixon@acquiredco.com,Operations,Operations,Solutions Architect,,Full-Time,Singapore,,2024-04-16,acquiredco_hris,hris_employee_id,False
AC-000111,ACQ_DUP_00111,AcquiredCo,Paul,Ramirez,Paul Ramirez,paul.ramirez@acquiredco.com,Manufacturing,Manufacturing,Recruiter,,Part-Time,Brazil,,2021-06-14,acquiredco_hris,hris_employee_id,False
AC-000112,ACQ_DUP_00112,AcquiredCo,Jacob,Edwards,Jacob Edwards,jacob.edwards@acquiredco.com,Finance,Finance,Data Engineer,,Contractor,Spain,,2018-01-15,acquiredco_hris,hris_employee_id,False
AC-000113,ACQ_DUP_00113,AcquiredCo,Ken,Murphy,Ken Murphy,kenneth.murphy@acquiredco.com,Marketing,Marketing,Project Manager,,Contractor,Spain,,2020-03-16,acquiredco_hris,hris_employee_id,False
AC-000114,ACQ_DUP_00114,AcquiredCo,Cynth,Hernandez,Cynth Hernandez,cynthia.hernandez@acquiredco.com,Quality Assurance,Engineering,Operations Manager,,Contractor,Hong Kong,,2016-07-18,acquiredco_hris,hris_employee_id,False
AC-000115,ACQ_DUP_00115,AcquiredCo,Tim,Miller,Tim Miller,timothy.miller@acquiredco.com,Quality Assurance,Engineering,Senior Software Engineer,,Contractor,Sweden,,2021-04-08,acquiredco_hris,hris_employee_id,False
AC-000116,ACQ_DUP_00116,AcquiredCo,Rut,Mason,Rut Mason,ruth.mason@acquiredco.com,Engineering,Engineering,HR Manager,,Part-Time,Brazil,,2016-10-11,acquiredco_hris,hris_employee_id,False
AC-000117,ACQ_DUP_00117,AcquiredCo,Dougl,Williams,Dougl Williams,douglas.williams@acquiredco.com,Business Development,Sales,Marketing Specialist,,Contractor,Singapore,,2022-04-15,acquiredco_hris,hris_employee_id,False
AC-000118,ACQ_DUP_00118,AcquiredCo,Nicole,Edwards,Nicole Edwards,nicole.edwards@acquiredco.com,Human Resources,Human Resources,Solutions Architect,,Full-Time,Brazil,,2023-03-22,acquiredco_hris,hris_employee_id,False
AC-000119,ACQ_DUP_00119,AcquiredCo,Jose,Hunter,Jose Hunter,jose.hunter@acquiredco.com,Quality Assurance,Engineering,Controller,,Contractor,Mexico,,2017-05-31,acquiredco_hris,hris_employee_id,False
AC-000120,ACQ_DUP_00120,AcquiredCo,Jon,Rodriguez,Jon Rodriguez,jonathan.rodriguez@acquiredco.com,Operations,Operations,Accountant,,Part-Time,Brazil,,2018-11-10,acquiredco_hris,hris_employee_id,False
AC-000121,ACQ_DUP_00121,AcquiredCo,Becky,Wilson,Becky Wilson,rebecca.wilson@acquiredco.com,Sales,Sales,Recruiter,,Contractor,China,,2023-04-09,acquiredco_hris,hris_employee_id,False
AC-000122,ACQ_DUP_00122,AcquiredCo,Helen,Nickerson,Helen Nickerson,helen.nickerson@acquiredco.com,Marketing,Marketing,HR Manager,,Full-Time,Ireland,,2022-04-16,acquiredco_hris,hris_employee_id,False
AC-000123,ACQ_DUP_00123,AcquiredCo,Josh,Bell,Josh Bell,joshua.bell@acquiredco.com,Operations,Operations,Operations Manager,,Part-Time,France,,2020-01-21,acquiredco_hris,hris_employee_id,False
AC-000124,ACQ_DUP_00124,AcquiredCo,Ann,Wright,Ann Wright,anna.wright@acquiredco.com,Engineering,Engineering,Analyst,,Contractor,Netherlands,,2016-11-10,acquiredco_hris,hris_employee_id,False
AC-000125,ACQ_DUP_00125,AcquiredCo,Lar,Walker,Lar Walker,larry.walker@acquiredco.com,Marketing,Marketing,Data Engineer,,Full-Time,Netherlands,,2022-01-22,acquiredco_hris,hris_employee_id,False
AC-000126,ACQ_DUP_00126,AcquiredCo,Ron,Warren,Ron Warren,ronald.warren@acquiredco.com,Information Technology,Information Technology,Data Engineer,,Contractor,Netherlands,,2015-05-17,acquiredco_hris,hris_employee_id,False
AC-000127,ACQ_DUP_00127,AcquiredCo,Larry,Crawford,Larry Crawford,larry.crawford@acquiredco.com,Legal,Legal,Software Engineer,,Part-Time,Brazil,,2022-02-08,acquiredco_hris,hris_employee_id,False
AC-000128,ACQ_DUP_00128,AcquiredCo,Aar,Torres,Aar Torres,aaron.torres@acquiredco.com,Manufacturing,Manufacturing,Consultant,,Contractor,Canada,,2016-10-03,acquiredco_hris,hris_employee_id,False
AC-000129,ACQ_DUP_00129,AcquiredCo,Andr,Jones,Andr Jones,andrew.jones@acquiredco.com,Human Resources,Human Resources,Sales Representative,,Part-Time,United Kingdom,,2017-02-02,acquiredco_hris,hris_employee_id,False
AC-000130,ACQ_DUP_00130,AcquiredCo,Jose,Crawford,Jose Crawford,jose.crawford@acquiredco.com,Communications,Marketing,Sales Director,,Contractor,Ireland,,2016-11-08,acquiredco_hris,hris_employee_id,False
AC-000131,ACQ_DUP_00131,AcquiredCo,Patric,Bennett,Patric Bennett,patrick.bennett@acquiredco.com,Information Technology,Information Technology,Quality Assurance Engineer,,Part-Time,Italy,,2023-11-25,acquiredco_hris,hris_employee_id,False
AC-000132,ACQ_DUP_00132,AcquiredCo,Rache,Collins,Rache Collins,rachel.collins@acquiredco.com,Human Resources,Human Resources,Consultant,,Full-Time,India,,2017-02-02,acquiredco_hris,hris_employee_id,False
AC-000133,ACQ_DUP_00133,AcquiredCo,Kathleen,Edwards,Kathleen Edwards,kathleen.edwards@acquiredco.com,DevOps,Engineering,Quality Assurance Engineer,,Part-Time,France,,2016-02-16,acquiredco_hris,hris_employee_id,False
AC-000134,ACQ_DUP_00134,AcquiredCo,Sharo,Kennedy,Sharo Kennedy,sharon.kennedy@acquiredco.com,Human Resources,Human Resources,Business Analyst,,Full-Time,China,,2019-12-10,acquiredco_hris,hris_employee_id,False
AC-000135,ACQ_DUP_00135,AcquiredCo,Linda,Garcia,Linda Garcia,linda.garcia@acquiredco.com,Marketing,Marketing,Senior Software Engineer,,Full-Time,Germany,,2017-02-10,acquiredco_hris,hris_employee_id,False
AC-000136,ACQ_DUP_00136,AcquiredCo,Donal,Thompson,Donal Thompson,donald.thompson@acquiredco.com,Engineering,Engineering,Analyst,,Contractor,Germany,,2019-04-25,acquiredco_hris,hris_employee_id,False
AC-000137,ACQ_DUP_00137,AcquiredCo,Kathlee,Moreno,Kathlee Moreno,kathleen.moreno@acquiredco.com,Information Technology,Information Technology,HR Manager,,Full-Time,Brazil,,2017-12-24,acquiredco_hris,hris_employee_id,False
AC-000138,ACQ_DUP_00138,AcquiredCo,Chris,Kennedy,Chris Kennedy,christopher.kennedy@acquiredco.com,Engineering,Engineering,Product Manager,,Part-Time,Singapore,,2023-03-28,acquiredco_hris,hris_employee_id,False
AC-000139,ACQ_DUP_00139,AcquiredCo,Lau,Price,Lau Price,laura.price@acquiredco.com,Data Science,Data,Data Scientist,,Full-Time,Brazil,,2015-12-26,acquiredco_hris,hris_employee_id,False
AC-000140,ACQ_DUP_00140,AcquiredCo,Maggie,Hunter,Maggie Hunter,margaret.hunter@acquiredco.com,Strategy,Strategy,Business Analyst,,Contractor,Brazil,,2016-10-15,acquiredco_hris,hris_employee_id,False
AC-000141,ACQ_DUP_00141,AcquiredCo,Samue,Brown,Samue Brown,samuel.brown@acquiredco.com,Communications,Marketing,Product Manager,,Part-Time,China,,2019-11-23,acquiredco_hris,hris_employee_id,False
AC-000142,ACQ_DUP_00142,AcquiredCo,Chri,Miller,Chri Miller,christine.miller@acquiredco.com,Human Resources,Human Resources,Senior Product Manager,,Full-Time,Hong Kong,,2019-09-23,acquiredco_hris,hris_employee_id,False
AC-000143,ACQ_DUP_00143,AcquiredCo,Joshua,Wright,Joshua Wright,joshua.wright@acquiredco.com,Business Development,Sales,Data Analyst,,Part-Time,India,,2016-10-29,acquiredco_hris,hris_employee_id,False
AC-000144,ACQ_DUP_00144,AcquiredCo,Denn,Mason,Denn Mason,dennis.mason@acquiredco.com,Product,Product,Operations Manager,,Full-Time,Ireland,,2015-02-16,acquiredco_hris,hris_employee_id,False
AC-000145,ACQ_DUP_00145,AcquiredCo,And,Jackson,And Jackson,andrew.jackson@acquiredco.com,Finance,Finance,Account Executive,,Part-Time,Hong Kong,,2023-08-13,acquiredco_hris,hris_employee_id,False
AC-000146,ACQ_DUP_00146,AcquiredCo,Chri,Miller,Chri Miller,christine.miller@acquiredco.com,Marketing,Marketing,Analyst,,Contractor,Singapore,,2023-07-18,acquiredco_hris,hris_employee_id,False
AC-000147,ACQ_DUP_00147,AcquiredCo,Emi,Lopez,Emi Lopez,emily.lopez@acquiredco.com,Quality Assurance,Engineering,Staff Engineer,,Full-Time,France,,2020-04-22,acquiredco_hris,hris_employee_id,False
AC-000148,ACQ_DUP_00148,AcquiredCo,Don,Morgan,Don Morgan,donna.morgan@acquiredco.com,Business Development,Sales,Marketing Manager,,Part-Time,Germany,,2024-04-19,acquiredco_hris,hris_employee_id,False
AC-000149,ACQ_DUP_00149,AcquiredCo,Dougl,Reyes,Dougl Reyes,douglas.reyes@acquiredco.com,Marketing,Marketing,Consultant,,Contractor,Netherlands,,2015-07-17,acquiredco_hris,hris_employee_id,False
AC-000150,ACQ_DUP_00150,AcquiredCo,Greg,Jackson,Greg Jackson,gregory.jackson@acquiredco.com,Manufacturing,Manufacturing,Recruiter,,Contractor,Germany,,2019-08-16,acquiredco_hris,hris_employee_id,False
AC-000151,ACQ_DUP_00151,AcquiredCo,Jac,Fox,Jac Fox,jacob.fox@acquiredco.com,Supply Chain,Operations,Marketing Specialist,,Part-Time,Singapore,,2019-12-14,acquiredco_hris,hris_employee_id,False
AC-000152,ACQ_DUP_00152,AcquiredCo,Shi,Reed,Shi Reed,shirley.reed@acquiredco.com,Finance,Finance,Sales Representative,,Part-Time,Spain,,2022-08-19,acquiredco_hris,hris_employee_id,False
AC-000153,ACQ_DUP_00153,AcquiredCo,Donna,Bell,Donna Bell,donna.bell@acquiredco.com,Supply Chain,Operations,Sales Director,,Full-Time,South Korea,,2021-01-19,acquiredco_hris,hris_employee_id,False
AC-000154,ACQ_DUP_00154,AcquiredCo,Denn,Martin,Denn Martin,dennis.martin@acquiredco.com,Legal,Legal,Sales Representative,,Contractor,France,,2018-03-17,acquiredco_hris,hris_employee_id,False
AC-000155,ACQ_DUP_00155,AcquiredCo,Angel,Reed,Angel Reed,angela.reed@acquiredco.com,Quality Assurance,Engineering,Sales Representative,,Full-Time,France,,2019-01-26,acquiredco_hris,hris_employee_id,False
AC-000156,ACQ_DUP_00156,AcquiredCo,Andr,Williams,Andr Williams,andrew.williams@acquiredco.com,Data Science,Data,Software Engineer,,Contractor,Italy,,2018-07-09,acquiredco_hris,hris_employee_id,False
AC-000157,ACQ_DUP_00157,AcquiredCo,Maggie,Porter,Maggie Porter,margaret.porter@acquiredco.com,Human Resources,Human Resources,Solutions Architect,,Contractor,Germany,,2017-08-24,acquiredco_hris,hris_employee_id,False
AC-000158,ACQ_DUP_00158,AcquiredCo,Mar,Miller,Mar Miller,mary.miller@acquiredco.com,Communications,Marketing,Recruiter,,Part-Time,Mexico,,2018-01-08,acquiredco_hris,hris_employee_id,False
AC-000159,ACQ_DUP_00159,AcquiredCo,Jen,Jones,Jen Jones,jennifer.jones@acquiredco.com,Sales,Sales,Account Executive,,Full-Time,Italy,,2016-04-27,acquiredco_hris,hris_employee_id,False
AC-000160,ACQ_DUP_00160,AcquiredCo,Jaco,Harris,Jaco Harris,jacob.harris@acquiredco.com,Customer Success,Customer Support,Account Executive,,Part-Time,United Kingdom,,2024-08-04,acquiredco_hris,hris_employee_id,False
AC-000161,ACQ_DUP_00161,AcquiredCo,Tom,Johnson,Tom Johnson,thomas.johnson@acquiredco.com,Marketing,Marketing,Business Analyst,,Part-Time,United States,,2017-03-10,acquiredco_hris,hris_employee_id,False
AC-000162,ACQ_DUP_00162,AcquiredCo,Just,Shelton,Just Shelton,justin.shelton@acquiredco.com,Legal,Legal,Senior Product Manager,,Full-Time,Australia,,2023-12-30,acquiredco_hris,hris_employee_id,False
AC-000163,ACQ_DUP_00163,AcquiredCo,Bill,Cooper,Bill Cooper,william.cooper@acquiredco.com,Engineering,Engineering,Financial Analyst,,Contractor,Mexico,,2018-07-27,acquiredco_hris,hris_employee_id,False
AC-000164,ACQ_DUP_00164,AcquiredCo,Ashle,Phillips,Ashle Phillips,ashley.phillips@acquiredco.com,Data Science,Data,Systems Administrator,,Part-Time,Canada,,2020-09-08,acquiredco_hris,hris_employee_id,False
AC-000165,ACQ_DUP_00165,AcquiredCo,Jer,Collins,Jer Collins,jerry.collins@acquiredco.com,Engineering,Engineering,Consultant,,Part-Time,Mexico,,2023-08-16,acquiredco_hris,hris_employee_id,False
